40 20
0 0
36 16
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	5
5	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	5
5	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	5
5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5
5	1	1	1	1	5	1	1	1	1	1	1	1	5	1	1	1	5	1	1	1	1	5	1	1	1	5	1	1	1	1	1	1	1	5	1	1	1	1	5
5	1	1	1	1	5	1	1	1	1	1	1	1	5	1	1	1	5	1	1	1	1	5	1	1	1	5	1	1	1	1	1	1	1	5	1	1	1	1	5
5	1	1	5	5	1	1	1	1	1	1	1	1	5	1	1	1	1	5	5	5	5	1	1	1	1	5	1	1	1	1	1	1	1	1	5	5	1	1	5
5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5
5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5
5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5
5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5
5	1	1	5	5	1	1	1	1	1	1	1	1	5	1	1	1	1	5	5	5	5	1	1	1	1	5	1	1	1	1	1	1	1	1	5	5	1	1	5
5	1	1	1	1	5	1	1	1	1	1	1	1	5	1	1	1	5	1	1	1	1	5	1	1	1	5	1	1	1	1	1	1	1	5	1	1	1	1	5
5	1	1	1	1	5	1	1	1	1	1	1	1	5	1	1	1	5	1	1	1	1	5	1	1	1	5	1	1	1	1	1	1	1	5	1	1	1	1	5
5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5
5	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	5
5	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	5
5	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5

